day_id,day_date,day_name,month_id,month_of_year,month_name,year_id,year_name
171218,2017-12-18,Monday,1712,12,December,17,CY2017
171219,2017-12-19,Tuesday,1712,12,December,17,CY2017
171220,2017-12-20,Wednesday,1712,12,December,17,CY2017
171221,2017-12-21,Thursday,1712,12,December,17,CY2017
171222,2017-12-22,Friday,1712,12,December,17,CY2017
171223,2017-12-23,Saturday,1712,12,December,17,CY2017
171224,2017-12-24,Sunday,1712,12,December,17,CY2017
171225,2017-12-25,Monday,1712,12,December,17,CY2017
171226,2017-12-26,Tuesday,1712,12,December,17,CY2017
171227,2017-12-27,Wednesday,1712,12,December,17,CY2017
171228,2017-12-28,Thursday,1712,12,December,17,CY2017
171229,2017-12-29,Friday,1712,12,December,17,CY2017
171230,2017-12-30,Saturday,1712,12,December,17,CY2017
171231,2017-12-31,Sunday,1712,12,December,17,CY2017
